GR_VR,gr_vr_translated,age_at_sale,mileage,SALES_RES,registration_date,sales_date
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.93,52745,43.8%,01Nov2016,02Jan2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.57,118929,49.2%,01Jul2016,21Aug2019
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,29.41,101949,47.6%,01Feb2016,17Jul2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,53.21,94661,38.6%,01Sep2015,10Feb2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,37.67,135791,35.7%,01May2014,23Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,38.98,213039,22.4%,01Dec2016,04Mar2020
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,31.80,157477,45.5%,01Nov2014,28Jun2017
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,25.64,84578,52.9%,01Jan2016,21Feb2018
235,SKODA|SKODA NUEVO OCTAVIA DIESEL   |DIESEL,48.89,164526,30.0%,01Jan2016,31Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,35.77,87773,46.8%,01Jul2014,26Jun2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.41,180061,27.3%,01Dec2013,17Mar2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,60.66,178153,30.8%,01Feb2014,25Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.59,91455,39.3%,01Apr2015,21Aug2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,59.21,159302,31.1%,20Oct2015,29Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.30,139143,41.1%,01Apr2015,13Jun2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,36.16,114690,37.8%,01Sep2014,08Sep2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.26,112869,44.2%,01Apr2014,12Jun2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,57.15,182418,24.3%,01May2014,07Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,35.77,62840,46.2%,01Jan2015,27Dec2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.89,101348,23.5%,22Oct2014,21Jan2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.44,191797,33.1%,01Aug2014,17Sep2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.20,113330,37.3%,11Mar2016,20May2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.61,122279,39.3%,01Dec2014,22Jan2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,47.70,87610,37.9%,01Mar2014,23Feb2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,57.87,180847,28.1%,30Apr2014,28Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,60.98,119136,33.2%,01Jun2014,05Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,58.72,170425,28.0%,29Oct2015,23Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.38,133527,31.8%,01Aug2015,14Sep2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,36.10,192011,32.9%,01Aug2015,06Aug2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.70,139188,37.6%,01Jun2016,26Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.67,182437,21.9%,21Jan2014,16May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.84,155672,36.6%,01Jul2014,28Aug2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,60.59,137734,30.3%,01Jan2015,23Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.87,198241,32.9%,01Apr2014,31May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.85,135907,40.4%,01Mar2015,30Mar2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,34.07,173977,36.7%,01Sep2014,06Jul2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.16,179334,28.2%,01Sep2014,08Nov2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,54.33,173928,25.6%,01Nov2013,16May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,32.07,103895,42.5%,01Nov2014,06Jul2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.87,134889,38.5%,01Apr2015,30May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.70,148074,29.5%,01Jun2014,25Sep2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.98,190365,37.6%,01May2014,02Aug2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,63.28,179757,27.5%,21May2015,01Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,23.87,84868,43.6%,01Mar2016,27Feb2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.97,125964,37.6%,01Jul2015,02Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.36,53803,46.1%,01Jan2014,16May2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,53.21,144579,36.9%,01Oct2014,12Mar2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.28,120454,37.8%,01Jun2016,12Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.80,140857,34.6%,01Nov2014,28Dec2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,32.07,146996,35.6%,01Nov2014,06Jul2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,30.79,117185,41.6%,12Apr2016,07Nov2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,59.93,165508,37.4%,06Oct2015,07Oct2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.84,111126,36.4%,01May2015,29Aug2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,32.75,189946,35.3%,01May2014,24Jan2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.11,96367,46.0%,01Feb2014,09Mar2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.26,240904,27.8%,09Oct2015,18Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.03,66155,37.7%,01Nov2013,07Mar2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.75,143840,34.8%,01Nov2014,26Jan2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.82,246271,24.7%,04Jul2016,01Oct2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,29.74,73274,48.4%,01May2016,25Oct2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,58.85,227684,18.2%,01Mar2015,29Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,34.36,28109,50.0%,30Mar2017,11Feb2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,43.54,55692,42.0%,19Oct2016,08Jun2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,15.84,44416,50.4%,01Jan2016,28Apr2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.89,42813,52.5%,22Jun2016,21Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.38,54909,46.9%,08Jan2015,21Feb2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.18,118420,43.5%,01Jul2014,08Aug2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.30,194785,24.4%,01Jul2014,12Nov2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.07,146077,33.6%,01May2015,05Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,43.02,86965,41.8%,01Dec2015,05Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,42.85,199518,28.5%,01Nov2014,31May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,47.34,70357,39.6%,18Jul2016,01Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.13,188347,33.5%,01Oct2015,08Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.08,234287,25.7%,01Sep2015,06Dec2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.59,96992,44.8%,01Aug2014,22Aug2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,62.46,132666,32.2%,14Apr2015,01Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,31.48,157165,35.0%,01Dec2014,18Jul2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.79,212055,24.7%,01Aug2015,27Dec2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.16,173071,29.7%,01Mar2014,09Jul2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.16,116127,40.6%,01Jun2016,09Aug2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.48,110226,38.3%,01Nov2014,17Feb2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,41.44,71004,38.9%,24Nov2014,11May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.51,87900,37.4%,01Mar2014,19Apr2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.11,108945,39.2%,01Oct2015,07Nov2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.02,145935,34.2%,27Dec2016,30Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,42.23,128326,36.4%,01Dec2015,11Jun2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.80,56553,43.1%,01Aug2016,28Nov2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.39,192834,28.4%,01Feb2015,17Apr2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.15,53282,47.8%,01Apr2015,08May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.66,115001,32.8%,01Jun2015,23Aug2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.98,197311,31.1%,01Feb2015,06Mar2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,63.05,223517,24.3%,24Jun2015,28Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.54,175538,26.9%,17Oct2014,06Dec2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.03,144760,35.4%,28Jun2016,02Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.82,99589,42.5%,01Nov2014,29Jan2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.85,234686,24.8%,07Jan2015,05Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,42.46,221463,20.4%,01Apr2015,17Oct2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.05,108641,41.7%,27Oct2015,30Nov2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.57,153110,30.7%,01Oct2015,21Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.38,48146,48.8%,01Aug2016,15Nov2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,54.20,190895,20.1%,01Sep2014,12Mar2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.02,73109,42.1%,01Jun2016,04Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.49,108130,35.0%,31Mar2016,18Jun2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.43,92382,38.0%,01Jul2016,16Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.03,158708,31.7%,01Oct2015,04Feb2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.70,234791,22.0%,07Mar2016,01Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.44,60899,45.3%,01Apr2016,18Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.15,159742,31.4%,08Jun2015,16Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.66,114134,39.9%,01May2015,24May2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.77,107794,42.8%,01Jul2015,26Oct2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,36.52,69352,49.8%,01May2016,20May2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.85,117202,37.1%,01Jun2016,30Aug2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.59,195261,24.4%,02Mar2016,23Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.28,137264,33.2%,01May2016,12Jun2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,45.21,143470,30.5%,19Oct2016,29Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.79,60468,47.2%,01Sep2016,28Nov2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.23,102630,39.1%,01Aug2015,11Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.69,95026,44.4%,01Jul2015,23Nov2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.98,134303,32.0%,01Jul2016,03Aug2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.95,68071,42.0%,01Dec2015,02Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.20,146384,30.9%,07Sep2016,16Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.87,78278,36.1%,14Mar2016,13Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.30,214360,20.4%,02Mar2016,14Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,35.87,145231,32.2%,01Aug2015,30Jul2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.84,136641,34.3%,01Oct2016,29Nov2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.62,178494,22.5%,01Dec2014,22Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.57,132935,27.7%,02Mar2016,22Jun2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.80,174440,27.0%,02Mar2016,29Jun2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,54.39,151621,30.7%,02Mar2016,16Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.00,134416,35.7%,01Jul2014,02Nov2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.75,159170,35.3%,01Jun2016,27Aug2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.38,108982,34.4%,01Aug2015,14Sep2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.85,148601,31.3%,01Jun2016,30Aug2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,12.92,22268,57.7%,01Mar2016,30Mar2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.23,102662,41.8%,01Apr2015,11Apr2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.77,122440,34.0%,01Jun2016,27Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.70,108920,36.3%,01Jan2014,24Feb2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.54,160780,35.8%,01Nov2015,20Dec2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,36.03,63392,48.5%,01Jul2014,04Jul2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.18,131582,33.7%,01Jun2016,10Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.38,102623,42.8%,01Nov2016,16Dec2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.75,117941,37.0%,01Jun2016,27Aug2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.48,99861,36.1%,01Jun2016,18Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.23,115297,34.4%,01Jun2016,11Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.13,106315,36.0%,01Aug2015,08Aug2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.54,123063,34.1%,26Jan2016,16May2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,36.43,55435,46.2%,01Jan2016,16Jan2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.84,114237,35.3%,01Jul2015,29Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.44,212118,23.8%,01Aug2015,16Nov2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.41,210982,25.1%,01Aug2015,16Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,47.18,95073,38.9%,01Jan2016,10Dec2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,47.87,134708,37.0%,30Jan2015,29Jan2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.98,145562,32.6%,14Apr2015,17May2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,41.64,151408,36.3%,01Aug2014,22Jan2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.13,126286,30.7%,01Dec2013,09Apr2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,43.15,99213,42.6%,01Mar2016,08Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.75,124926,37.8%,01Jun2016,27Aug2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,46.36,174715,30.2%,18Oct2016,01Sep2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,47.38,66550,39.1%,01Feb2015,16Jan2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.28,150131,32.2%,07Mar2016,18Jun2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,34.69,179509,23.7%,01Dec2016,25Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.43,131825,29.0%,07Mar2016,23Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,53.87,151890,30.4%,01Jan2014,02Jul2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.77,128970,33.7%,01Jun2016,27Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.30,183436,24.7%,02Mar2016,14Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,13.57,39143,52.4%,01Mar2016,19Apr2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.77,138449,26.4%,07Jun2016,03Aug2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.57,161908,28.6%,01Dec2015,21Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,35.64,138440,31.5%,01Aug2015,23Jul2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,41.28,123822,31.4%,01Jun2016,12Nov2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,37.80,153390,32.3%,01Jun2016,29Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.89,150037,33.0%,01Jul2015,30Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.41,188969,22.7%,01Jun2015,16Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.00,164740,29.1%,01Aug2015,04Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,47.54,197234,24.5%,01Feb2016,21Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.44,198540,26.7%,01Apr2015,18Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.56,188153,21.5%,01Apr2015,21Jun2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,55.21,193810,22.2%,01Jun2014,10Jan2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.23,237736,30.7%,01Apr2015,10Aug2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,42.23,96608,47.1%,01Mar2014,09Sep2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.57,129943,33.6%,01Oct2015,21Jan2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,32.20,84040,40.7%,04Nov2015,13Jul2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.77,191724,26.1%,01Sep2015,28Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,53.15,140183,34.2%,01Sep2014,08Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.08,204117,23.2%,01Feb2014,09May2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.59,199873,23.3%,01Dec2014,21Feb2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,53.44,186094,23.8%,12Jan2016,29Jun2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.77,122849,31.5%,01Jun2016,27Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.85,191561,31.2%,16Jun2016,15Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.33,135379,38.1%,01Oct2015,14Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.03,139712,29.7%,24Jul2014,27Sep2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.56,80393,41.3%,01Apr2015,21Jun2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.80,180396,28.2%,01Jun2015,27Sep2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,50.89,169355,30.7%,01Jul2015,30Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,13.48,12351,55.2%,01May2016,16Jun2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,40.26,127863,36.7%,01Jun2015,11Oct2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.49,125867,37.2%,01Jan2015,20Mar2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,33.08,74738,46.9%,01Jun2014,06Mar2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,52.26,185893,29.8%,02Mar2016,13Jul2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,55.48,183104,27.9%,01Jan2014,20Aug2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,51.38,186456,25.4%,02Mar2016,16Jun2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,56.43,207202,21.0%,01Feb2014,19Oct2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,41.18,107399,42.7%,01Mar2014,08Aug2017
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,56.30,145736,33.7%,01Oct2013,14Jun2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,33.84,160338,27.7%,01Oct2016,30Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.66,138615,34.0%,01Jul2016,23Sep2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,39.05,168428,29.4%,01Dec2016,06Mar2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.90,126556,30.2%,14Jun2016,14Aug2020
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,36.33,131443,40.9%,01Oct2016,14Oct2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,25.02,90672,41.1%,01Mar2016,03Apr2018
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,42.26,213722,25.3%,01Oct2015,12Apr2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,47.84,213352,23.1%,01Aug2015,30Jul2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,48.56,179191,31.6%,01Jun2015,21Jun2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,49.38,145417,32.8%,01Apr2015,16May2019
237,SKODA|SKODA NUEVO OCTAVIA COMBI DIESEL|DIESEL,38.07,117354,41.2%,01Jul2014,04Sep2017
